tri,taille,cas,plage,temps
fusion,37000,constant,petite,0.003775
rapide,37000,constant,petite,1.438737
bulle_basique,37000,aleatoire,grande,3.433868
bulle_basique_v2,37000,aleatoire,grande,2.587927
bulle_optimise,37000,aleatoire,grande,2.587454
cocktail,37000,aleatoire,grande,1.815305
selection,37000,aleatoire,grande,0.876869
insertion,37000,aleatoire,grande,0.462077
comptage,37000,aleatoire,grande,0.002902
fusion,37000,aleatoire,grande,0.005905
rapide,37000,aleatoire,grande,0.003339
bulle_basique,37000,croissant,grande,1.784813
bulle_basique_v2,37000,croissant,grande,0.891618
bulle_optimise,37000,croissant,grande,0.000047
cocktail,37000,croissant,grande,0.000094
selection,37000,croissant,grande,0.892681
insertion,37000,croissant,grande,0.000082
comptage,37000,croissant,grande,0.000232
fusion,37000,croissant,grande,0.003200
rapide,37000,croissant,grande,0.001100
bulle_basique,37000,decroissant,grande,2.440953
bulle_basique_v2,37000,decroissant,grande,1.570459
bulle_optimise,37000,decroissant,grande,1.570544
cocktail,37000,decroissant,grande,1.512387
selection,37000,decroissant,grande,0.982995
insertion,37000,decroissant,grande,0.920456
comptage,37000,decroissant,grande,0.000241
fusion,37000,decroissant,grande,0.003229
rapide,37000,decroissant,grande,0.001321
bulle_basique,37000,constant,grande,1.747394
bulle_basique_v2,37000,constant,grande,0.876616
bulle_optimise,37000,constant,grande,0.000048
cocktail,37000,constant,grande,0.000095
selection,37000,constant,grande,0.873195
insertion,37000,constant,grande,0.000083
comptage,37000,constant,grande,0.001798
fusion,37000,constant,grande,0.003505
rapide,37000,constant,grande,1.438642
bulle_basique,39000,aleatoire,petite,3.811210
bulle_basique_v2,39000,aleatoire,petite,2.857989
bulle_optimise,39000,aleatoire,petite,2.837213
cocktail,39000,aleatoire,petite,2.047493
selection,39000,aleatoire,petite,0.972168
insertion,39000,aleatoire,petite,0.487797
comptage,39000,aleatoire,petite,0.000170
fusion,39000,aleatoire,petite,0.005013
rapide,39000,aleatoire,petite,0.077682
bulle_basique,39000,croissant,petite,1.979967
bulle_basique_v2,39000,croissant,petite,0.983409
bulle_optimise,39000,croissant,petite,0.000052
cocktail,39000,croissant,petite,0.000104
selection,39000,croissant,petite,1.101836
insertion,39000,croissant,petite,0.000088
comptage,39000,croissant,petite,0.000248
fusion,39000,croissant,petite,0.003364
rapide,39000,croissant,petite,0.001174
bulle_basique,39000,decroissant,petite,2.700365
bulle_basique_v2,39000,decroissant,petite,1.758074
bulle_optimise,39000,decroissant,petite,1.776352
cocktail,39000,decroissant,petite,1.682905
selection,39000,decroissant,petite,1.101629
insertion,39000,decroissant,petite,1.025083
comptage,39000,decroissant,petite,0.000231
fusion,39000,decroissant,petite,0.003468
rapide,39000,decroissant,petite,0.001381
bulle_basique,39000,constant,petite,1.942111
bulle_basique_v2,39000,constant,petite,0.972805
bulle_optimise,39000,constant,petite,0.000051
cocktail,39000,constant,petite,0.000100
selection,39000,constant,petite,0.971525
insertion,39000,constant,petite,0.000095
comptage,39000,constant,petite,0.000187
fusion,39000,constant,petite,0.003809
rapide,39000,constant,petite,1.603439
bulle_basique,39000,aleatoire,grande,3.810485
bulle_basique_v2,39000,aleatoire,grande,2.890503
bulle_optimise,39000,aleatoire,grande,2.863094
cocktail,39000,aleatoire,grande,2.039503
selection,39000,aleatoire,grande,0.993863
insertion,39000,aleatoire,grande,0.514871
comptage,39000,aleatoire,grande,0.002570
fusion,39000,aleatoire,grande,0.011759
rapide,39000,aleatoire,grande,0.005523
bulle_basique,39000,croissant,grande,1.963211
bulle_basique_v2,39000,croissant,grande,0.999674
bulle_optimise,39000,croissant,grande,0.000050
cocktail,39000,croissant,grande,0.000099
selection,39000,croissant,grande,0.975304
insertion,39000,croissant,grande,0.000087
comptage,39000,croissant,grande,0.000243
fusion,39000,croissant,grande,0.003250
rapide,39000,croissant,grande,0.001155
bulle_basique,39000,decroissant,grande,2.659753
bulle_basique_v2,39000,decroissant,grande,1.741488
bulle_optimise,39000,decroissant,grande,1.748938
cocktail,39000,decroissant,grande,1.683691
selection,39000,decroissant,grande,1.092633
insertion,39000,decroissant,grande,1.027134
comptage,39000,decroissant,grande,0.000250
fusion,39000,decroissant,grande,0.003793
rapide,39000,decroissant,grande,0.001382
bulle_basique,39000,constant,grande,1.943278
bulle_basique_v2,39000,constant,grande,0.971501
bulle_optimise,39000,constant,grande,0.000050
cocktail,39000,constant,grande,0.000106
selection,39000,constant,grande,0.971260
insertion,39000,constant,grande,0.000088
comptage,39000,constant,grande,0.001587
fusion,39000,constant,grande,0.003640
rapide,39000,constant,grande,1.601780
bulle_basique,41000,aleatoire,petite,4.265509
bulle_basique_v2,41000,aleatoire,petite,3.232204
bulle_optimise,41000,aleatoire,petite,3.160887
cocktail,41000,aleatoire,petite,2.267818
selection,41000,aleatoire,petite,1.074242
insertion,41000,aleatoire,petite,0.536279
comptage,41000,aleatoire,petite,0.000182
fusion,41000,aleatoire,petite,0.005462
rapide,41000,aleatoire,petite,0.085802
bulle_basique,41000,croissant,petite,2.146441
bulle_basique_v2,41000,croissant,petite,1.075066
bulle_optimise,41000,croissant,petite,0.000052
cocktail,41000,croissant,petite,0.000105
selection,41000,croissant,petite,1.073206
insertion,41000,croissant,petite,0.000092
comptage,41000,croissant,petite,0.000303
fusion,41000,croissant,petite,0.003690
rapide,41000,croissant,petite,0.001232
bulle_basique,41000,decroissant,petite,2.999540
bulle_basique_v2,41000,decroissant,petite,1.951297
bulle_optimise,41000,decroissant,petite,1.935950
cocktail,41000,decroissant,petite,1.862287
selection,41000,decroissant,petite,1.206914
insertion,41000,decroissant,petite,1.134804
comptage,41000,decroissant,petite,0.000288
fusion,41000,decroissant,petite,0.003751
rapide,41000,decroissant,petite,0.001479
bulle_basique,41000,constant,petite,2.145102
bulle_basique_v2,41000,constant,petite,1.073187
bulle_optimise,41000,constant,petite,0.000056
cocktail,41000,constant,petite,0.000106
selection,41000,constant,petite,1.073063
insertion,41000,constant,petite,0.000092
comptage,41000,constant,petite,0.000211
fusion,41000,constant,petite,0.003889
rapide,41000,constant,petite,1.770936
bulle_basique,41000,aleatoire,grande,4.251685
bulle_basique_v2,41000,aleatoire,grande,3.199752
bulle_optimise,41000,aleatoire,grande,3.185194
cocktail,41000,aleatoire,grande,2.244385
selection,41000,aleatoire,grande,1.102474
insertion,41000,aleatoire,grande,0.571669
comptage,41000,aleatoire,grande,0.002673
fusion,41000,aleatoire,grande,0.006416
rapide,41000,aleatoire,grande,0.003765
bulle_basique,41000,croissant,grande,2.280262
bulle_basique_v2,41000,croissant,grande,1.084146
bulle_optimise,41000,croissant,grande,0.000053
cocktail,41000,croissant,grande,0.000105
selection,41000,croissant,grande,1.078907
insertion,41000,croissant,grande,0.000093
comptage,41000,croissant,grande,0.000307
fusion,41000,croissant,grande,0.004251
rapide,41000,croissant,grande,0.001224
bulle_basique,41000,decroissant,grande,2.935988
bulle_basique_v2,41000,decroissant,grande,1.944764
bulle_optimise,41000,decroissant,grande,1.938649
cocktail,41000,decroissant,grande,1.860379
selection,41000,decroissant,grande,1.207577
insertion,41000,decroissant,grande,1.134094
comptage,41000,decroissant,grande,0.000293
fusion,41000,decroissant,grande,0.004317
rapide,41000,decroissant,grande,0.001482
bulle_basique,41000,constant,grande,2.157930
bulle_basique_v2,41000,constant,grande,1.169174
bulle_optimise,41000,constant,grande,0.000054
cocktail,41000,constant,grande,0.000106
selection,41000,constant,grande,1.094724
insertion,41000,constant,grande,0.000097
comptage,41000,constant,grande,0.001870
fusion,41000,constant,grande,0.003404
rapide,41000,constant,grande,1.894145
bulle_basique,43000,aleatoire,petite,4.663508
bulle_basique_v2,43000,aleatoire,petite,3.524802
bulle_optimise,43000,aleatoire,petite,3.487768
cocktail,43000,aleatoire,petite,2.486863
selection,43000,aleatoire,petite,1.181141
insertion,43000,aleatoire,petite,0.600170
comptage,43000,aleatoire,petite,0.000180
fusion,43000,aleatoire,petite,0.005140
rapide,43000,aleatoire,petite,0.096598
bulle_basique,43000,croissant,petite,2.414283
bulle_basique_v2,43000,croissant,petite,1.213430
bulle_optimise,43000,croissant,petite,0.000055
cocktail,43000,croissant,petite,0.000110
selection,43000,croissant,petite,1.185437
insertion,43000,croissant,petite,0.000097
comptage,43000,croissant,petite,0.000288
fusion,43000,croissant,petite,0.003567
rapide,43000,croissant,petite,0.001291
bulle_basique,43000,decroissant,petite,3.265722
bulle_basique_v2,43000,decroissant,petite,2.156126
bulle_optimise,43000,decroissant,petite,2.147819
cocktail,43000,decroissant,petite,2.081223
selection,43000,decroissant,petite,1.331647
insertion,43000,decroissant,petite,1.250470
comptage,43000,decroissant,petite,0.000272
fusion,43000,decroissant,petite,0.003626
rapide,43000,decroissant,petite,0.001543
bulle_basique,43000,constant,petite,2.358207
bulle_basique_v2,43000,constant,petite,1.180417
bulle_optimise,43000,constant,petite,0.000056
cocktail,43000,constant,petite,0.000110
selection,43000,constant,petite,1.180233
insertion,43000,constant,petite,0.000096
comptage,43000,constant,petite,0.000216
fusion,43000,constant,petite,0.003697
rapide,43000,constant,petite,1.953123
bulle_basique,43000,aleatoire,grande,4.669646
bulle_basique_v2,43000,aleatoire,grande,3.535620
bulle_optimise,43000,aleatoire,grande,3.589344
cocktail,43000,aleatoire,grande,2.631511
selection,43000,aleatoire,grande,1.300223
insertion,43000,aleatoire,grande,0.634854
comptage,43000,aleatoire,grande,0.002754
fusion,43000,aleatoire,grande,0.006744
rapide,43000,aleatoire,grande,0.003941
bulle_basique,43000,croissant,grande,2.479225
bulle_basique_v2,43000,croissant,grande,1.181116
bulle_optimise,43000,croissant,grande,0.000056
cocktail,43000,croissant,grande,0.000110
selection,43000,croissant,grande,1.180091
insertion,43000,croissant,grande,0.000096
comptage,43000,croissant,grande,0.000286
fusion,43000,croissant,grande,0.003610
rapide,43000,croissant,grande,0.001292
bulle_basique,43000,decroissant,grande,3.245679
bulle_basique_v2,43000,decroissant,grande,2.152457
bulle_optimise,43000,decroissant,grande,2.150178
cocktail,43000,decroissant,grande,2.073588
selection,43000,decroissant,grande,1.384766
insertion,43000,decroissant,grande,1.289254
comptage,43000,decroissant,grande,0.000289
fusion,43000,decroissant,grande,0.004223
rapide,43000,decroissant,grande,0.001616
bulle_basique,43000,constant,grande,2.459195
bulle_basique_v2,43000,constant,grande,1.198234
bulle_optimise,43000,constant,grande,0.000055
cocktail,43000,constant,grande,0.000110
selection,43000,constant,grande,1.184252
insertion,43000,constant,grande,0.000096
comptage,43000,constant,grande,0.000767
fusion,43000,constant,grande,0.003606
rapide,43000,constant,grande,1.952057
bulle_basique,45000,aleatoire,petite,5.096520
bulle_basique_v2,45000,aleatoire,petite,3.848829
bulle_optimise,45000,aleatoire,petite,3.893373
cocktail,45000,aleatoire,petite,2.765972
selection,45000,aleatoire,petite,1.299978
insertion,45000,aleatoire,petite,0.648507
comptage,45000,aleatoire,petite,0.000208
fusion,45000,aleatoire,petite,0.005756
rapide,45000,aleatoire,petite,0.103323
bulle_basique,45000,croissant,petite,2.583567
bulle_basique_v2,45000,croissant,petite,1.292330
bulle_optimise,45000,croissant,petite,0.000058
cocktail,45000,croissant,petite,0.000115
selection,45000,croissant,petite,1.291451
insertion,45000,croissant,petite,0.000102
comptage,45000,croissant,petite,0.000300
fusion,45000,croissant,petite,0.004032
rapide,45000,croissant,petite,0.001365
bulle_basique,45000,decroissant,petite,3.541468
bulle_basique_v2,45000,decroissant,petite,2.324482
bulle_optimise,45000,decroissant,petite,2.338358
cocktail,45000,decroissant,petite,2.243712
selection,45000,decroissant,petite,1.454507
insertion,45000,decroissant,petite,1.372126
comptage,45000,decroissant,petite,0.000298
fusion,45000,decroissant,petite,0.004058
rapide,45000,decroissant,petite,0.001652
bulle_basique,45000,constant,petite,2.633441
bulle_basique_v2,45000,constant,petite,1.312161
bulle_optimise,45000,constant,petite,0.000058
cocktail,45000,constant,petite,0.000124
selection,45000,constant,petite,1.294814
insertion,45000,constant,petite,0.000101
comptage,45000,constant,petite,0.000215
fusion,45000,constant,petite,0.003785
rapide,45000,constant,petite,2.139376
bulle_basique,45000,aleatoire,grande,5.117154
bulle_basique_v2,45000,aleatoire,grande,4.090922
bulle_optimise,45000,aleatoire,grande,3.930378
cocktail,45000,aleatoire,grande,2.809338
selection,45000,aleatoire,grande,1.295003
insertion,45000,aleatoire,grande,0.681219
comptage,45000,aleatoire,grande,0.002831
fusion,45000,aleatoire,grande,0.006864
rapide,45000,aleatoire,grande,0.004047
bulle_basique,45000,croissant,grande,2.594512
bulle_basique_v2,45000,croissant,grande,1.301210
bulle_optimise,45000,croissant,grande,0.000059
cocktail,45000,croissant,grande,0.000115
selection,45000,croissant,grande,1.299170
insertion,45000,croissant,grande,0.000101
comptage,45000,croissant,grande,0.000312
fusion,45000,croissant,grande,0.003747
rapide,45000,croissant,grande,0.001375
bulle_basique,45000,decroissant,grande,3.531806
bulle_basique_v2,45000,decroissant,grande,2.318288
bulle_optimise,45000,decroissant,grande,2.330184
cocktail,45000,decroissant,grande,2.239241
selection,45000,decroissant,grande,1.453053
insertion,45000,decroissant,grande,1.376161
comptage,45000,decroissant,grande,0.000289
fusion,45000,decroissant,grande,0.004198
rapide,45000,decroissant,grande,0.001889
bulle_basique,45000,constant,grande,2.621970
bulle_basique_v2,45000,constant,grande,1.291664
bulle_optimise,45000,constant,grande,0.000059
cocktail,45000,constant,grande,0.000115
selection,45000,constant,grande,1.291106
insertion,45000,constant,grande,0.000100
comptage,45000,constant,grande,0.002094
fusion,45000,constant,grande,0.004261
rapide,45000,constant,grande,2.138533
bulle_basique,47000,aleatoire,petite,5.574049
bulle_basique_v2,47000,aleatoire,petite,4.220482
bulle_optimise,47000,aleatoire,petite,4.255940
cocktail,47000,aleatoire,petite,3.060932
selection,47000,aleatoire,petite,1.424540
insertion,47000,aleatoire,petite,0.799316
comptage,47000,aleatoire,petite,0.000192
fusion,47000,aleatoire,petite,0.005682
rapide,47000,aleatoire,petite,0.114961
bulle_basique,47000,croissant,petite,2.832682
bulle_basique_v2,47000,croissant,petite,1.408002
bulle_optimise,47000,croissant,petite,0.000061
cocktail,47000,croissant,petite,0.000121
selection,47000,croissant,petite,1.408266
insertion,47000,croissant,petite,0.000107
comptage,47000,croissant,petite,0.000349
fusion,47000,croissant,petite,0.004334
rapide,47000,croissant,petite,0.001448
bulle_basique,47000,decroissant,petite,3.969805
bulle_basique_v2,47000,decroissant,petite,2.559953
bulle_optimise,47000,decroissant,petite,2.547248
cocktail,47000,decroissant,petite,2.443630
selection,47000,decroissant,petite,1.602630
insertion,47000,decroissant,petite,1.505069
comptage,47000,decroissant,petite,0.000298
fusion,47000,decroissant,petite,0.004135
rapide,47000,decroissant,petite,0.001697
bulle_basique,47000,constant,petite,2.819575
bulle_basique_v2,47000,constant,petite,1.409187
bulle_optimise,47000,constant,petite,0.000061
cocktail,47000,constant,petite,0.000120
selection,47000,constant,petite,1.408572
insertion,47000,constant,petite,0.000105
comptage,47000,constant,petite,0.000246
fusion,47000,constant,petite,0.004632
rapide,47000,constant,petite,2.331267
bulle_basique,47000,aleatoire,grande,5.640909
bulle_basique_v2,47000,aleatoire,grande,4.274750
bulle_optimise,47000,aleatoire,grande,4.464424
cocktail,47000,aleatoire,grande,3.020570
selection,47000,aleatoire,grande,1.416384
insertion,47000,aleatoire,grande,0.740940
comptage,47000,aleatoire,grande,0.002705
fusion,47000,aleatoire,grande,0.007187
rapide,47000,aleatoire,grande,0.004375
bulle_basique,47000,croissant,grande,2.817736
bulle_basique_v2,47000,croissant,grande,1.426681
bulle_optimise,47000,croissant,grande,0.000060
cocktail,47000,croissant,grande,0.000121
selection,47000,croissant,grande,1.409109
insertion,47000,croissant,grande,0.000106
comptage,47000,croissant,grande,0.000294
fusion,47000,croissant,grande,0.004477
rapide,47000,croissant,grande,0.001446
bulle_basique,47000,decroissant,grande,3.855643
bulle_basique_v2,47000,decroissant,grande,2.534504
bulle_optimise,47000,decroissant,grande,2.548647
cocktail,47000,decroissant,grande,2.443130
selection,47000,decroissant,grande,1.584216
insertion,47000,decroissant,grande,1.496809
comptage,47000,decroissant,grande,0.000327
fusion,47000,decroissant,grande,0.004297
rapide,47000,decroissant,grande,0.001706
bulle_basique,47000,constant,grande,2.815976
bulle_basique_v2,47000,constant,grande,1.408381
bulle_optimise,47000,constant,grande,0.000060
cocktail,47000,constant,grande,0.000119
selection,47000,constant,grande,1.424273
insertion,47000,constant,grande,0.000105
comptage,47000,constant,grande,0.000584
fusion,47000,constant,grande,0.003918
rapide,47000,constant,grande,2.435827
bulle_basique,49000,aleatoire,petite,6.284607
bulle_basique_v2,49000,aleatoire,petite,4.598391
bulle_optimise,49000,aleatoire,petite,4.568183
cocktail,49000,aleatoire,petite,3.278123
selection,49000,aleatoire,petite,1.532503
insertion,49000,aleatoire,petite,0.765973
comptage,49000,aleatoire,petite,0.000213
fusion,49000,aleatoire,petite,0.005996
rapide,49000,aleatoire,petite,0.122116
bulle_basique,49000,croissant,petite,3.060921
bulle_basique_v2,49000,croissant,petite,1.530292
bulle_optimise,49000,croissant,petite,0.000062
cocktail,49000,croissant,petite,0.000126
selection,49000,croissant,petite,1.531105
insertion,49000,croissant,petite,0.000109
comptage,49000,croissant,petite,0.000307
fusion,49000,croissant,petite,0.004968
rapide,49000,croissant,petite,0.001525
bulle_basique,49000,decroissant,petite,4.187642
bulle_basique_v2,49000,decroissant,petite,2.755155
bulle_optimise,49000,decroissant,petite,2.771808
cocktail,49000,decroissant,petite,2.658243
selection,49000,decroissant,petite,1.723287
insertion,49000,decroissant,petite,1.628714
comptage,49000,decroissant,petite,0.000346
fusion,49000,decroissant,petite,0.004571
rapide,49000,decroissant,petite,0.001795
bulle_basique,49000,constant,petite,3.059659
bulle_basique_v2,49000,constant,petite,1.672219
bulle_optimise,49000,constant,petite,0.000063
cocktail,49000,constant,petite,0.000128
selection,49000,constant,petite,1.572831
insertion,49000,constant,petite,0.000111
comptage,49000,constant,petite,0.000231
fusion,49000,constant,petite,0.004110
rapide,49000,constant,petite,2.625068
bulle_basique,49000,aleatoire,grande,6.146046
bulle_basique_v2,49000,aleatoire,grande,4.653497
bulle_optimise,49000,aleatoire,grande,4.597815
cocktail,49000,aleatoire,grande,3.222054
selection,49000,aleatoire,grande,1.535538
insertion,49000,aleatoire,grande,0.814187
comptage,49000,aleatoire,grande,0.002994
fusion,49000,aleatoire,grande,0.007743
rapide,49000,aleatoire,grande,0.004491
bulle_basique,49000,croissant,grande,3.061415
bulle_basique_v2,49000,croissant,grande,1.531531
bulle_optimise,49000,croissant,grande,0.000064
cocktail,49000,croissant,grande,0.000125
selection,49000,croissant,grande,1.530681
insertion,49000,croissant,grande,0.000109
comptage,49000,croissant,grande,0.000392
fusion,49000,croissant,grande,0.004724
rapide,49000,croissant,grande,0.001540
bulle_basique,49000,decroissant,grande,4.194439
bulle_basique_v2,49000,decroissant,grande,2.757293
bulle_optimise,49000,decroissant,grande,2.770235
cocktail,49000,decroissant,grande,2.675768
selection,49000,decroissant,grande,1.721011
insertion,49000,decroissant,grande,1.628445
comptage,49000,decroissant,grande,0.000343
fusion,49000,decroissant,grande,0.004636
rapide,49000,decroissant,grande,0.001773
bulle_basique,49000,constant,grande,3.198491
bulle_basique_v2,49000,constant,grande,1.617586
bulle_optimise,49000,constant,grande,0.000064
cocktail,49000,constant,grande,0.000130
selection,49000,constant,grande,1.552484
insertion,49000,constant,grande,0.000110
comptage,49000,constant,grande,0.000512
fusion,49000,constant,grande,0.004280
rapide,49000,constant,grande,2.542697
